Days,Miles,Receipts,
7,784.00,222.22,
10,970.00,2139.95,
8,113.00,1018.79,
10,1007.00,1328.27,
2,164.00,576.55,
13,670.00,1064.88,
8,70.00,2313.66,
6,1177.00,2301.83,
13,51.00,2453.23,
1,546.00,254.80,
13,72.00,178.62,
10,741.00,1759.38,
2,683.00,253.52,
11,390.00,573.71,
2,1149.00,1784.39,
3,860.00,1178.75,
12,358.00,1882.65,
2,476.00,1763.38,
11,809.00,2189.02,
2,317.00,1832.14,
6,748.00,1367.40,
8,430.00,100.08,
3,1047.00,1477.38,
6,106.00,1547.44,
12,203.00,711.88,
2,1119.00,1356.53,
10,884.00,755.47,
12,398.00,1090.47,
3,250.00,365.14,
13,514.00,34.11,
5,481.00,285.05,
1,1037.00,2006.96,
7,172.00,2031.90,
1,83.00,1215.47,
13,343.00,660.97,
3,95.00,874.80,
5,517.00,770.83,
9,419.00,756.40,
9,195.00,2459.09,
10,922.00,1264.65,
12,1002.00,1807.74,
7,1150.00,1699.98,
1,1108.00,1294.75,
11,962.00,1478.25,
8,914.00,1964.30,
8,488.00,557.08,
1,391.00,2419.83,
4,250.00,693.46,
10,60.00,806.80,
3,924.00,2320.59,
8,607.00,698.48,
6,972.00,2183.79,
13,1005.00,834.83,
3,937.00,2272.37,
6,473.00,16.51,
12,487.00,1031.18,
11,883.00,251.10,
5,627.00,2240.75,
5,1200.00,1156.11,
14,620.00,1569.24,
7,1166.00,336.46,
7,810.00,1087.88,
5,286.00,599.71,
4,1182.00,1126.79,
2,153.00,2314.97,
6,1028.00,272.31,
13,268.00,1122.84,
3,307.00,1755.74,
11,313.00,2298.74,
10,791.00,1658.47,
9,471.00,330.38,
7,459.00,846.47,
8,341.00,1823.02,
6,191.00,501.66,
9,377.00,2425.88,
1,628.00,1581.87,
9,406.00,299.16,
10,997.00,881.40,
4,344.00,1710.78,
11,1117.00,1174.86,
1,149.00,2493.15,
4,202.00,138.02,
14,374.00,262.35,
4,369.00,2122.13,
11,1029.00,1950.14,
6,820.00,1917.58,
10,679.00,1753.20,
3,456.00,1404.93,
14,461.00,806.99,
7,462.00,2231.60,
6,526.00,2406.96,
3,276.00,2031.19,
8,20.00,1483.23,
13,627.00,1426.65,
1,670.00,1988.67,
10,383.00,2082.33,
3,296.00,2166.12,
12,163.00,2100.56,
13,771.00,2481.54,
12,1006.00,2480.21,
13,1011.00,844.18,
2,130.00,1977.52,
3,129.00,1010.90,
14,356.00,83.15,
8,52.00,1260.64,
6,255.00,1967.03,
13,269.00,213.95,
13,535.00,2048.26,
9,918.00,708.33,
4,733.00,375.04,
7,470.00,1247.13,
8,923.00,1106.17,
6,32.00,2298.24,
11,704.00,339.88,
8,795.00,82.82,
6,48.00,2272.74,
11,960.00,130.71,
9,336.00,51.53,
2,439.00,1975.43,
1,1179.00,677.79,
9,310.00,1042.56,
1,507.00,1860.17,
2,93.00,2129.84,
4,857.00,2032.03,
12,329.00,489.60,
10,787.00,605.54,
12,753.00,441.53,
2,1025.00,817.17,
7,51.00,2013.84,
8,779.00,2125.77,
5,537.00,196.09,
5,895.00,1337.73,
2,21.00,1580.31,
2,451.00,441.24,
4,370.00,1197.70,
2,926.00,682.45,
2,605.00,1778.58,
4,661.00,717.98,
12,114.00,2496.43,
10,989.00,401.78,
13,234.00,891.34,
4,270.00,1138.77,
5,958.00,2142.52,
12,578.00,218.37,
7,307.00,1920.85,
1,182.00,2201.62,
4,787.00,1789.88,
14,1077.00,2277.90,
10,1107.00,1335.84,
7,646.00,1312.27,
13,628.00,260.39,
2,662.00,272.79,
13,115.00,1660.50,
6,793.00,900.51,
8,103.00,2000.07,
2,710.00,1154.72,
9,488.00,2275.11,
8,928.00,1294.01,
3,920.00,1825.20,
7,19.00,1682.59,
5,168.00,2394.89,
6,457.00,698.73,
10,1122.00,1526.39,
14,459.00,2396.34,
10,1186.00,2275.97,
4,1062.00,731.35,
12,364.00,883.19,
13,634.00,836.91,
11,58.00,1441.81,
3,559.00,2262.05,
2,555.00,631.38,
7,979.00,2299.81,
5,109.00,1855.21,
14,103.00,1495.45,
1,763.00,1869.21,
14,75.00,302.17,
14,26.00,1762.67,
7,747.00,1416.67,
1,700.00,1774.48,
14,539.00,1580.25,
9,34.00,1728.98,
8,354.00,2465.96,
9,200.00,107.34,
2,685.00,1716.58,
12,1159.00,1415.93,
13,289.00,908.33,
12,607.00,957.66,
10,1151.00,1948.86,
5,885.00,1226.68,
3,958.00,1160.25,
14,326.00,1927.37,
3,921.00,1199.16,
3,848.00,2007.92,
9,122.00,1236.33,
2,1182.00,1586.03,
12,418.00,1040.68,
11,1174.00,1029.91,
9,493.00,209.28,
4,648.00,212.45,
11,987.00,874.72,
6,38.00,2065.07,
11,907.00,439.28,
4,79.00,138.46,
1,907.00,1381.15,
10,175.00,399.05,
5,557.00,561.83,
14,313.00,1576.35,
2,982.00,668.62,
3,961.00,2337.89,
5,862.00,2197.62,
8,896.00,2494.50,
9,226.00,1018.54,
12,667.00,1746.16,
14,570.00,633.94,
11,628.00,244.77,
8,480.00,1178.35,
13,848.00,1007.82,
6,139.00,1853.11,
12,84.00,1947.11,
10,322.00,1954.49,
12,1202.00,47.09,
1,175.00,988.50,
8,639.00,1078.71,
3,957.00,1583.91,
2,977.00,949.80,
8,52.00,1503.66,
12,252.00,2019.55,
5,397.00,2364.04,
2,43.00,2170.63,
11,405.00,1311.09,
4,464.00,1411.68,
7,343.00,2011.58,
12,487.00,1505.94,
4,193.00,1004.75,
13,576.00,1807.79,
3,845.00,1212.19,
11,903.00,2039.87,
6,869.00,110.72,
8,1031.00,1289.16,
6,748.00,1057.75,
13,1197.00,2139.22,
1,1150.00,1081.28,
9,818.00,289.89,
13,655.00,1479.98,
13,238.00,1507.89,
6,98.00,2004.13,
3,205.00,898.92,
2,1196.00,1017.47,
9,1120.00,2050.66,
4,488.00,2430.04,
9,532.00,2476.61,
3,493.00,1421.20,
2,304.00,302.32,
7,536.00,2253.63,
8,183.00,804.61,
4,57.00,1647.63,
7,1125.00,463.35,
13,1121.00,1182.53,
2,208.00,1816.26,
1,839.00,1747.73,
12,94.00,1716.53,
13,244.00,561.64,
2,894.00,287.48,
12,453.00,840.07,
6,269.00,1184.94,
1,953.00,1516.77,
9,122.00,2085.35,
10,470.00,539.81,
1,951.00,841.82,
8,200.00,1406.73,
4,1021.00,985.65,
3,1115.00,2031.40,
1,1183.00,2400.74,
11,1088.00,2089.02,
7,708.00,915.33,
1,439.00,1543.00,
4,968.00,478.19,
3,1049.00,1348.38,
12,394.00,1642.37,
10,479.00,1204.02,
1,957.00,2001.22,
2,904.00,2055.61,
4,654.00,78.49,
14,982.00,554.99,
14,254.00,136.32,
1,938.00,591.86,
1,584.00,1935.55,
14,1135.00,594.91,
10,282.00,2455.51,
8,963.00,1811.22,
8,987.00,487.93,
12,255.00,1349.04,
8,600.00,9.34,
11,11.00,1449.22,
14,335.00,1940.42,
1,314.00,1228.63,
14,709.00,1336.33,
10,964.00,416.03,
10,855.00,1111.35,
5,288.00,267.07,
5,143.00,385.25,
3,907.00,1435.63,
10,644.00,408.50,
12,728.00,2430.88,
7,220.00,914.34,
12,1047.00,2372.76,
6,577.00,1406.16,
5,232.00,1362.30,
8,657.00,2033.04,
1,205.00,2271.51,
10,375.00,419.63,
12,847.00,2418.87,
14,195.00,1161.66,
8,45.00,207.78,
1,307.00,1916.15,
6,389.00,244.11,
1,951.00,878.61,
6,450.00,494.88,
2,670.00,1659.62,
14,77.00,956.42,
6,135.00,2059.96,
7,991.00,1019.58,
4,241.00,536.45,
5,171.00,721.03,
2,281.00,604.26,
13,761.00,525.21,
8,853.00,178.69,
9,143.00,2409.24,
12,410.00,346.61,
13,1194.00,1658.45,
10,224.00,2252.51,
1,334.00,29.88,
2,1010.00,2136.19,
3,49.00,1490.26,
8,93.00,326.83,
10,885.00,345.37,
8,15.00,1927.26,
10,356.00,464.56,
10,785.00,1660.56,
14,255.00,2499.49,
12,1058.00,791.78,
4,381.00,681.79,
2,353.00,208.51,
9,57.00,1218.18,
14,168.00,576.18,
8,1118.00,668.88,
9,235.00,1229.26,
1,93.00,2433.19,
4,1172.00,2415.18,
3,167.00,99.39,
4,350.00,84.60,
5,1072.00,2278.13,
9,669.00,1220.32,
5,574.00,33.78,
2,26.00,960.90,
2,751.00,902.76,
8,38.00,1618.13,
9,399.00,1059.51,
2,537.00,1884.35,
10,763.00,1923.70,
1,573.00,182.24,
2,267.00,2462.62,
7,437.00,242.43,
7,468.00,1178.59,
12,229.00,1191.87,
12,476.00,1589.08,
11,247.00,1329.13,
3,1120.00,2437.33,
11,742.00,1569.42,
3,397.00,2003.96,
13,670.00,1553.47,
1,425.00,2292.36,
11,135.00,2220.48,
14,20.00,241.91,
7,581.00,990.82,
14,812.00,450.11,
9,56.00,567.31,
7,277.00,2478.07,
7,402.00,2432.25,
5,522.00,1530.52,
5,1081.00,1311.05,
12,1027.00,548.01,
12,275.00,2354.38,
4,288.00,2038.13,
13,586.00,115.09,
3,527.00,1182.56,
5,881.00,646.59,
13,150.00,289.93,
5,860.00,1866.25,
4,725.00,2087.26,
7,436.00,1116.61,
14,530.00,655.51,
14,1054.00,1816.81,
6,1166.00,2343.86,
11,722.00,2474.54,
3,201.00,261.52,
10,957.00,132.57,
6,714.00,681.67,
14,1012.00,1824.19,
7,314.00,1341.75,
6,1010.00,173.28,
2,943.00,1876.23,
2,900.00,698.52,
11,831.00,1551.61,
12,446.00,2318.21,
11,1149.00,1098.46,
4,959.00,1978.22,
13,756.00,650.74,
12,94.00,572.92,
14,1109.00,2097.26,
7,689.00,1833.03,
5,27.00,321.49,
4,620.00,977.92,
9,401.00,437.98,
2,359.00,1980.32,
4,1150.00,1137.87,
6,48.00,2217.52,
6,448.00,1102.50,
9,613.00,1374.80,
11,155.00,1045.41,
11,892.00,1170.90,
1,1187.00,1878.45,
2,93.00,1205.92,
3,769.00,1168.99,
10,526.00,1171.27,
3,846.00,481.33,
12,160.00,987.85,
3,966.00,2347.12,
11,129.00,696.05,
2,695.00,189.18,
5,482.00,442.34,
7,235.00,1036.95,
3,1106.00,761.82,
10,468.00,1190.58,
10,607.00,350.54,
7,755.00,2335.81,
12,182.00,1541.63,
1,505.00,695.44,
8,342.00,2207.93,
2,692.00,1665.46,
11,545.00,857.08,
5,780.00,783.50,
2,535.00,1276.57,
6,764.00,1981.09,
3,737.00,1747.96,
12,737.00,1648.85,
13,1101.00,1665.90,
13,521.00,1956.10,
6,920.00,908.17,
4,97.00,1733.84,
14,165.00,604.66,
8,40.00,2497.08,
6,25.00,1873.73,
6,631.00,1804.44,
5,856.00,1881.85,
1,1125.00,251.52,
6,944.00,1419.27,
10,884.00,1375.26,
13,929.00,895.25,
7,615.00,1725.60,
2,258.00,1851.67,
1,778.00,1401.91,
6,909.00,483.15,
2,398.00,1146.60,
12,415.00,1735.36,
5,267.00,467.50,
3,38.00,134.20,
4,981.00,512.32,
5,191.00,281.27,
12,1006.00,27.76,
9,672.00,280.93,
8,433.00,494.58,
2,1053.00,247.51,
12,252.00,72.79,
9,1014.00,726.81,
2,1143.00,1090.56,
9,27.00,124.64,
14,440.00,492.03,
7,996.00,917.37,
9,400.00,348.29,
14,153.00,1648.37,
14,325.00,1917.94,
6,991.00,762.36,
7,601.00,2084.07,
4,66.00,193.47,
4,281.00,2237.36,
8,1184.00,559.23,
3,806.00,603.44,
5,933.00,684.40,
5,64.00,1925.94,
2,10.00,2468.90,
13,633.00,1913.20,
1,1174.00,2014.99,
5,273.00,2051.57,
6,258.00,388.32,
14,1010.00,1197.93,
2,76.00,1863.02,
11,980.00,1304.45,
14,456.00,55.16,
4,196.00,1594.87,
8,669.00,704.06,
12,413.00,1099.97,
4,505.00,305.45,
8,38.00,1163.20,
2,388.00,357.87,
1,1026.00,1731.84,
5,1046.00,1420.76,
12,955.00,2030.96,
2,402.00,532.30,
8,875.00,2382.09,
1,763.00,579.11,
12,297.00,607.34,
10,380.00,623.88,
9,1040.00,202.57,
12,364.00,2358.68,
1,685.00,2423.88,
4,465.00,2200.53,
8,496.00,2492.47,
8,378.00,540.54,
10,9.00,75.85,
6,760.00,598.96,
14,539.00,1339.42,
13,320.00,1637.62,
11,760.00,222.95,
7,1185.00,1309.04,
14,790.00,2301.50,
11,258.00,1856.19,
5,342.00,753.55,
6,193.00,1987.01,
3,1136.00,2213.60,
7,193.00,539.76,
6,495.00,1597.88,
9,495.00,735.61,
7,745.00,1028.31,
14,1035.00,144.92,
9,775.00,747.08,
12,27.00,1678.69,
13,991.00,566.14,
9,1064.00,556.11,
10,620.00,2182.45,
14,26.00,2032.26,
11,250.00,2303.63,
4,337.00,1551.02,
2,115.00,1426.07,
5,372.00,1950.43,
11,884.00,2184.96,
1,97.00,1248.70,
11,391.00,1690.80,
7,232.00,848.84,
12,240.00,319.22,
14,50.00,1216.45,
13,345.00,1002.51,
13,597.00,1538.32,
14,42.00,540.45,
13,556.00,220.52,
13,435.00,552.10,
9,773.00,382.58,
7,939.00,2321.24,
12,321.00,790.83,
14,883.00,1991.80,
4,269.00,254.42,
2,376.00,2468.65,
4,1068.00,998.25,
12,876.00,488.60,
8,929.00,687.79,
6,810.00,1597.46,
14,863.00,1036.23,
5,345.00,2089.38,
2,51.00,1965.74,
1,527.00,2167.90,
5,1203.00,1618.95,
7,1043.00,1087.28,
2,114.00,585.19,
7,1086.00,1548.12,
8,350.00,101.95,
4,102.00,882.32,
13,145.00,1949.63,
12,420.00,287.26,
3,595.00,2212.22,
1,1064.00,124.37,
7,1007.00,2153.18,
3,919.00,2393.78,
13,723.00,1900.10,
14,737.00,1580.84,
9,457.00,847.77,
7,463.00,1793.96,
3,811.00,2340.91,
14,759.00,1652.93,
4,984.00,2065.77,
6,5.00,2166.25,
6,489.00,410.91,
10,384.00,163.08,
5,559.00,1368.42,
2,815.00,587.78,
11,456.00,1610.88,
13,521.00,791.92,
2,397.00,2236.31,
14,1052.00,1173.38,
11,171.00,2091.98,
9,474.00,1703.77,
8,373.00,1794.87,
7,972.00,222.91,
13,426.00,2364.09,
6,690.00,2226.09,
14,566.00,2164.53,
6,123.00,250.62,
12,448.00,241.75,
5,84.00,850.76,
8,676.00,946.00,
6,1012.00,2127.00,
9,756.00,1860.43,
8,192.00,2278.86,
14,693.00,1162.36,
11,167.00,1650.67,
4,386.00,1653.51,
6,372.00,1700.90,
6,669.00,1709.68,
3,949.00,2352.16,
13,950.00,944.60,
12,406.00,206.15,
5,375.00,1068.58,
2,406.00,861.17,
9,724.00,1777.16,
12,166.00,1298.49,
5,839.00,1582.38,
2,784.00,336.59,
6,600.00,863.00,
11,87.00,483.93,
2,129.00,1411.96,
3,42.00,1483.93,
1,1132.00,966.51,
3,339.00,90.94,
2,692.00,1370.00,
2,879.00,1122.19,
6,395.00,2242.90,
1,142.00,1686.33,
1,547.00,718.83,
1,5.00,2465.44,
10,489.00,2089.81,
1,1125.00,62.49,
3,340.00,622.45,
11,218.00,1930.88,
5,994.00,1746.53,
14,817.00,252.07,
14,57.00,1555.07,
5,581.00,2398.47,
5,1012.00,1998.03,
6,402.00,1847.32,
5,598.00,2046.02,
6,522.00,1846.90,
2,565.00,1354.23,
12,475.00,1760.23,
10,235.00,1908.00,
6,647.00,742.82,
3,681.00,417.43,
12,575.00,225.66,
10,704.00,407.08,
4,482.00,1632.64,
6,114.00,202.02,
3,924.00,1908.70,
11,868.00,1119.83,
5,1158.00,1243.58,
3,207.00,2413.50,
7,1049.00,666.36,
11,393.00,324.73,
13,152.00,2204.34,
13,1080.00,1339.97,
6,20.00,1553.83,
8,867.00,458.73,
11,821.00,2062.85,
2,196.00,1253.07,
6,178.00,1057.00,
6,126.00,1465.52,
4,1138.00,1389.01,
6,660.00,360.19,
1,962.00,933.13,
7,1003.00,2061.37,
8,1189.00,828.62,
7,1150.00,1819.28,
1,1071.00,2492.84,
7,324.00,2287.77,
7,786.00,2434.40,
6,570.00,1650.91,
13,746.00,1891.31,
14,94.00,1236.90,
14,819.00,769.01,
5,834.00,1426.61,
3,315.00,1518.61,
11,676.00,1814.38,
1,944.00,1843.46,
6,309.00,1725.42,
10,954.00,526.79,
2,734.00,1928.85,
2,1183.00,2210.85,
3,671.00,1408.73,
13,117.00,438.49,
2,895.00,227.10,
5,709.00,2332.09,
10,391.00,2360.12,
2,93.00,1404.20,
1,306.00,1232.02,
11,678.00,181.13,
8,232.00,1629.16,
13,118.00,786.78,
2,601.00,345.56,
3,854.00,28.92,
8,388.00,2026.62,
5,1076.00,1768.72,
13,693.00,737.48,
6,31.00,2433.74,
13,1126.00,2130.10,
10,1044.00,1778.30,
13,995.00,977.22,
9,957.00,434.30,
4,1020.00,1098.21,
9,682.00,226.49,
4,41.00,2157.93,
11,366.00,561.47,
6,1003.00,2364.33,
1,712.00,533.19,
7,753.00,992.95,
2,40.00,1208.23,
13,28.00,1442.51,
10,866.00,1723.99,
1,709.00,1856.15,
11,88.00,1886.62,
3,1067.00,661.38,
3,687.00,2167.43,
13,165.00,2116.28,
2,556.00,339.52,
7,194.00,1086.92,
1,486.00,1923.41,
12,1135.00,490.97,
13,1082.00,455.67,
5,435.00,1559.16,
3,1140.00,46.71,
3,264.00,2367.19,
11,809.00,784.40,
2,25.00,28.56,
5,583.00,130.40,
8,1198.00,965.46,
8,362.00,1696.90,
1,1036.00,693.83,
12,732.00,191.77,
7,779.00,1994.95,
3,501.00,456.95,
6,261.00,308.11,
7,1097.00,902.92,
12,335.00,1933.64,
5,732.00,1868.89,
8,903.00,1538.82,
11,1155.00,2427.34,
1,532.00,2093.51,
12,901.00,687.17,
14,726.00,199.77,
7,851.00,2344.00,
8,718.00,1873.02,
4,672.00,2018.44,
5,549.00,2148.52,
14,1181.00,907.21,
8,46.00,305.14,
13,164.00,1394.17,
5,182.00,1152.56,
12,837.00,710.51,
3,778.00,2149.56,
4,1103.00,45.53,
11,965.00,364.30,
13,323.00,980.81,
7,25.00,1970.35,
4,929.00,213.35,
3,413.00,2200.26,
11,952.00,1758.23,
4,1147.00,1045.94,
11,349.00,252.90,
5,447.00,1243.44,
9,385.00,973.11,
7,626.00,1147.75,
9,991.00,1671.40,
11,720.00,1355.82,
3,543.00,155.31,
2,79.00,116.49,
4,485.00,593.34,
7,617.00,1410.67,
13,247.00,2003.32,
8,963.00,1851.99,
10,376.00,1240.59,
5,779.00,1000.15,
12,783.00,2313.94,
10,698.00,2451.70,
12,462.00,1878.35,
1,842.00,457.85,
14,820.00,938.43,
8,849.00,1321.20,
6,178.00,2420.59,
8,838.00,2415.72,
14,566.00,1662.61,
6,63.00,1245.98,
12,761.00,1828.17,
5,120.00,1727.74,
10,16.00,888.40,
7,248.00,1113.56,
4,890.00,476.83,
7,622.00,1194.22,
3,923.00,1970.43,
6,775.00,2017.53,
8,50.00,927.05,
11,1052.00,605.34,
1,264.00,322.00,
12,642.00,1615.07,
3,424.00,2165.02,
1,765.00,1960.15,
6,87.00,133.24,
5,785.00,150.66,
14,257.00,1814.05,
8,557.00,2149.09,
13,245.00,2354.78,
12,415.00,207.73,
14,436.00,2325.48,
2,898.00,1142.71,
6,267.00,575.33,
11,824.00,1183.56,
12,871.00,441.38,
7,427.00,538.91,
1,544.00,711.82,
2,537.00,1086.81,
6,1193.00,1490.92,
8,1153.00,1552.20,
9,65.00,1102.55,
2,42.00,748.70,
14,557.00,19.78,
1,144.00,1298.18,
1,944.00,810.58,
12,384.00,2487.62,
11,950.00,40.46,
8,1165.00,502.38,
2,421.00,1571.09,
8,125.00,1855.04,
13,672.00,578.19,
12,930.00,907.55,
8,202.00,584.98,
5,33.00,1871.20,
12,740.00,1966.62,
4,1011.00,2258.35,
3,84.00,411.52,
11,1154.00,2311.52,
13,870.00,567.78,
10,1112.00,1248.29,
9,986.00,2337.84,
4,453.00,652.08,
7,969.00,144.84,
4,278.00,393.12,
11,466.00,1401.87,
10,622.00,2075.87,
8,100.00,547.47,
11,489.00,528.70,
14,74.00,2497.72,
3,530.00,133.81,
4,395.00,850.57,
5,744.00,193.86,
11,950.00,773.92,
3,846.00,1962.48,
10,1149.00,1162.81,
3,980.00,585.77,
14,492.00,259.31,
12,152.00,788.12,
12,106.00,1092.70,
13,534.00,1888.46,
1,872.00,532.93,
12,622.00,1525.66,
3,766.00,1058.34,
7,5.00,2475.44,
10,77.00,8.86,
14,343.00,1026.04,
3,971.00,2385.43,
14,588.00,1211.44,
13,273.00,1989.94,
2,1128.00,310.69,
7,329.00,1973.88,
9,947.00,6.74,
14,337.00,1956.54,
13,590.00,687.70,
6,429.00,1920.31,
5,707.00,2471.93,
10,107.00,114.74,
1,143.00,1474.34,
11,518.00,164.00,
7,494.00,427.23,
6,246.00,1211.01,
6,542.00,1061.17,
14,566.00,978.56,
4,254.00,2214.11,
9,592.00,897.79,
6,157.00,1553.69,
13,175.00,797.50,
1,780.00,1712.61,
14,211.00,891.32,
12,955.00,1054.60,
14,343.00,319.16,
13,450.00,1706.39,
11,71.00,2116.44,
10,604.00,1997.87,
2,657.00,2042.77,
13,451.00,113.93,
2,853.00,1464.25,
13,800.00,1712.91,
10,551.00,1609.79,
10,420.00,158.88,
5,430.00,1950.36,
2,1164.00,2467.35,
7,1115.00,1110.17,
11,209.00,1321.33,
7,980.00,852.42,
13,107.00,1839.97,
1,880.00,1603.52,
3,960.00,1339.47,
6,344.00,2365.96,
10,849.00,1918.72,
1,795.00,924.08,
9,227.00,1272.62,
4,980.00,352.59,
11,613.00,2061.07,
13,463.00,1361.38,
4,172.00,254.95,
11,41.00,1612.76,
14,634.00,2321.69,
10,1104.00,2370.31,
6,62.00,1507.79,
8,39.00,1145.52,
4,704.00,213.27,
4,724.00,766.72,
9,1012.00,2164.32,
13,521.00,318.22,
6,691.00,1623.42,
5,884.00,639.47,
5,243.00,597.23,
6,104.00,1527.88,
8,407.00,2182.51,
5,26.00,1535.47,
14,124.00,1654.45,
9,1135.00,115.64,
1,549.00,12.30,
10,69.00,621.07,
6,722.00,1978.43,
13,1186.00,898.17,
7,821.00,1018.11,
11,358.00,1201.55,
10,1201.00,1812.61,
3,129.00,1646.72,
7,586.00,1098.41,
9,682.00,1370.63,
4,1193.00,1609.30,
1,1158.00,1145.75,
8,111.00,2488.38,
4,419.00,1358.59,
7,417.00,2360.14,
12,474.00,370.81,
10,1056.00,676.75,
13,88.00,1001.53,
9,885.00,299.46,
2,770.00,686.09,
2,980.00,48.16,
7,817.00,1340.08,
3,86.00,1326.81,
3,1079.00,2389.38,
2,895.00,611.68,
1,1014.00,884.87,
2,702.00,2383.28,
4,1105.00,1375.58,
11,609.00,203.98,
2,445.00,1521.54,
11,642.00,2232.36,
6,281.00,456.98,
13,879.00,2239.02,
4,933.00,558.71,
4,684.00,303.82,
12,154.00,1476.25,
8,826.00,164.44,
7,597.00,1839.85,
13,843.00,2037.91,
9,840.00,145.94,
13,552.00,2398.65,
14,1198.00,831.63,
11,760.00,1427.37,
8,85.00,510.92,
2,264.00,416.69,
7,571.00,322.67,
7,412.00,1247.38,
13,214.00,1444.71,
1,959.00,381.43,
11,667.00,1765.70,
12,675.00,2082.81,
6,381.00,895.76,
11,276.00,2060.94,
5,67.00,783.62,
2,127.00,774.91,
5,743.00,1555.60,
10,238.00,45.92,
1,58.00,153.85,
3,232.00,1298.16,
7,783.00,1507.57,
13,727.00,861.11,
11,240.00,2355.56,
13,814.00,2000.42,
5,737.00,1814.67,
11,1129.00,958.32,
4,1043.00,2437.02,
1,930.00,1750.75,
9,1195.00,364.24,
5,731.00,2468.74,
1,1065.00,708.81,
5,152.00,1985.64,
3,1068.00,1624.48,
14,254.00,2426.36,
12,832.00,364.41,
9,649.00,2178.65,
2,847.00,924.45,
12,1200.00,562.52,
9,409.00,1230.53,
4,783.00,1017.02,
6,498.00,999.59,
4,68.00,1150.29,
11,1088.00,2491.15,
5,411.00,773.62,
13,181.00,1351.54,
13,1166.00,1806.59,
3,855.00,224.07,
14,411.00,1424.28,
1,42.00,149.98,
11,1117.00,2158.19,
4,96.00,1357.46,
12,375.00,2185.37,
12,340.00,1483.16,
1,427.00,1068.90,
14,238.00,1722.18,
11,1164.00,1962.15,
6,395.00,1713.24,
6,290.00,2461.98,
2,585.00,444.23,
3,692.00,1954.21,
12,906.00,835.91,
6,392.00,1410.45,
7,62.00,1204.71,
10,912.00,2478.01,
4,271.00,899.59,
12,868.00,1017.21,
9,660.00,1096.46,
10,1134.00,12.67,
2,79.00,147.44,
14,405.00,1958.47,
2,426.00,209.01,
1,429.00,17.56,
13,830.00,319.21,
9,416.00,450.16,
10,812.00,1786.77,
6,873.00,1221.41,
2,914.00,2488.40,
11,919.00,1926.12,
4,1025.00,1247.58,
8,97.00,1472.96,
8,321.00,2405.56,
11,54.00,793.23,
11,68.00,499.96,
14,13.00,1887.77,
2,154.00,1343.51,
11,522.00,1030.15,
5,232.00,1139.25,
4,947.00,1001.22,
9,625.00,1309.51,
4,1160.00,2420.51,
13,950.00,613.14,
7,125.00,422.62,
2,830.00,1666.99,
5,868.00,862.23,
14,263.00,1746.88,
1,879.00,803.12,
2,926.00,181.69,
2,1078.00,865.96,
12,633.00,76.33,
2,284.00,2279.52,
2,1092.00,711.69,
9,570.00,1571.82,
6,595.00,1116.69,
14,615.00,1009.58,
4,1050.00,244.09,
13,481.00,1411.07,
6,323.00,333.26,
11,1003.00,1548.92,
14,632.00,1336.17,
3,1126.00,2222.63,
4,430.00,936.69,
8,324.00,1206.34,
9,448.00,129.88,
14,1184.00,843.51,
10,1143.00,292.21,
3,286.00,835.32,
11,312.00,2013.26,
6,861.00,93.81,
10,394.00,229.73,
3,449.00,314.32,
5,1090.00,44.31,
4,201.00,74.58,
7,1099.00,1875.44,
14,563.00,2222.82,
14,257.00,1005.14,
14,297.00,786.75,
8,1053.00,248.06,
2,469.00,488.31,
8,680.00,999.14,
14,39.00,1904.51,
9,901.00,206.01,
2,280.00,439.82,
6,453.00,1632.96,
7,346.00,1911.23,
5,145.00,170.66,
3,513.00,1300.19,
4,550.00,440.89,
6,805.00,202.75,
5,615.00,802.83,
11,1167.00,955.37,
7,571.00,431.99,
1,458.00,535.28,
2,186.00,1537.68,
12,1132.00,2199.08,
4,408.00,2305.39,
14,418.00,1511.34,
14,652.00,2246.42,
3,39.00,2202.27,
5,595.00,1518.66,
14,674.00,2284.81,
1,525.00,1672.62,
11,278.00,252.43,
8,687.00,412.11,
7,667.00,1930.09,
8,741.00,694.40,
9,430.00,2168.05,
5,910.00,363.27,
14,837.00,700.84,
10,1021.00,1070.91,
7,547.00,1617.82,
1,653.00,981.41,
13,659.00,2175.58,
9,927.00,1234.22,
9,973.00,551.00,
10,655.00,2001.64,
6,773.00,849.63,
13,301.00,195.03,
13,531.00,1399.79,
13,164.00,851.98,
2,911.00,971.30,
2,1029.00,2077.34,
8,860.00,2127.97,
4,334.00,1752.36,
4,156.00,421.95,
5,226.00,2206.13,
4,1050.00,171.71,
6,904.00,82.40,
1,154.00,227.51,
5,704.00,1273.02,
13,581.00,2176.69,
12,914.00,851.86,
9,1007.00,296.97,
10,487.00,851.45,
5,1112.00,1756.41,
7,988.00,1753.28,
7,653.00,1145.80,
7,20.00,974.11,
2,620.00,1863.77,
4,235.00,525.93,
7,944.00,2424.38,
10,716.00,1323.38,
8,603.00,590.86,
6,828.00,1717.66,
2,93.00,1981.68,
12,360.00,1970.27,
13,1081.00,846.42,
10,322.00,1710.07,
6,183.00,468.23,
12,297.00,82.78,
8,217.00,2391.30,
13,767.00,2424.05,
4,508.00,1899.90,
5,658.00,721.62,
7,129.00,1726.49,
2,700.00,1136.79,
7,1088.00,190.43,
12,985.00,2274.41,
8,351.00,1807.41,
8,995.00,1859.14,
8,388.00,1817.16,
10,566.00,48.55,
